CNTYVTD,VTDKEY,ButcherD_24P_U.S. Rep 32,ChaudhryD_24P_U.S. Rep 32,CornwallisD_24P_U.S. Rep 32,FelderD_24P_U.S. Rep 32,JohnsonD_24P_U.S. Rep 32,ManningD_24P_U.S. Rep 32,McDowellD_24P_U.S. Rep 32,MooreD_24P_U.S. Rep 32,PanayiotouD_24P_U.S. Rep 32,WilliamsD_24P_U.S. Rep 32,ButcherD_24P_U.S. Rep 32_Percentage,ChaudhryD_24P_U.S. Rep 32_Percentage,CornwallisD_24P_U.S. Rep 32_Percentage,FelderD_24P_U.S. Rep 32_Percentage,JohnsonD_24P_U.S. Rep 32_Percentage,ManningD_24P_U.S. Rep 32_Percentage,McDowellD_24P_U.S. Rep 32_Percentage,MooreD_24P_U.S. Rep 32_Percentage,PanayiotouD_24P_U.S. Rep 32_Percentage,WilliamsD_24P_U.S. Rep 32_Percentage
850103,1736,3,2,5,1,29,0,3,5,1,8,0.05263157894736842,0.03508771929824561,0.08771929824561403,0.017543859649122806,0.5087719298245614,0.0,0.05263157894736842,0.08771929824561403,0.017543859649122806,0.14035087719298245
850110,1743,7,1,4,9,123,3,7,11,1,68,0.029914529914529916,0.004273504273504274,0.017094017094017096,0.038461538461538464,0.5256410256410257,0.01282051282051282,0.029914529914529916,0.04700854700854701,0.004273504273504274,0.2905982905982906
850125,1758,20,37,13,6,161,13,16,133,7,86,0.04065040650406504,0.07520325203252033,0.026422764227642278,0.012195121951219513,0.32723577235772355,0.026422764227642278,0.032520325203252036,0.2703252032520325,0.014227642276422764,0.17479674796747968
850152,1785,2,1,0,0,15,0,0,1,0,2,0.09523809523809523,0.047619047619047616,0.0,0.0,0.7142857142857143,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523
1131004,2031,4,2,3,3,145,15,9,5,3,30,0.0182648401826484,0.0091324200913242,0.0136986301369863,0.0136986301369863,0.6621004566210046,0.0684931506849315,0.0410958904109589,0.0228310502283105,0.0136986301369863,0.136986301369863
1131039,2034,1,0,0,0,7,6,1,0,0,2,0.058823529411764705,0.0,0.0,0.0,0.4117647058823529,0.35294117647058826,0.058823529411764705,0.0,0.0,0.11764705882352941
1131040,2035,8,3,6,8,137,22,12,10,0,36,0.03305785123966942,0.012396694214876033,0.024793388429752067,0.03305785123966942,0.5661157024793388,0.09090909090909091,0.049586776859504134,0.04132231404958678,0.0,0.1487603305785124
1131041,2036,1,1,4,0,9,7,1,5,0,4,0.03125,0.03125,0.125,0.0,0.28125,0.21875,0.03125,0.15625,0.0,0.125
1131045,2039,3,6,6,5,26,13,6,4,1,24,0.031914893617021274,0.06382978723404255,0.06382978723404255,0.05319148936170213,0.2765957446808511,0.13829787234042554,0.06382978723404255,0.0425531914893617,0.010638297872340425,0.2553191489361702
1131046,2040,2,0,3,1,20,1,4,0,0,2,0.06060606060606061,0.0,0.09090909090909091,0.030303030303030304,0.6060606060606061,0.030303030303030304,0.12121212121212122,0.0,0.0,0.06060606060606061
1131047,2041,7,2,2,2,72,17,4,5,0,19,0.05384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.5538461538461539,0.13076923076923078,0.03076923076923077,0.038461538461538464,0.0,0.14615384615384616
1131048,2042,5,3,10,3,246,31,17,12,1,78,0.012315270935960592,0.007389162561576354,0.024630541871921183,0.007389162561576354,0.6059113300492611,0.07635467980295567,0.04187192118226601,0.029556650246305417,0.0024630541871921183,0.1921182266009852
1131049,2043,7,17,3,2,101,18,10,8,1,32,0.035175879396984924,0.08542713567839195,0.01507537688442211,0.010050251256281407,0.507537688442211,0.09045226130653267,0.05025125628140704,0.04020100502512563,0.005025125628140704,0.16080402010050251
1131050,2044,0,0,0,0,16,2,0,0,0,10,0.0,0.0,0.0,0.0,0.5714285714285714,0.07142857142857142,0.0,0.0,0.0,0.35714285714285715
1131051,2045,1,0,1,0,25,7,2,0,0,11,0.02127659574468085,0.0,0.02127659574468085,0.0,0.5319148936170213,0.14893617021276595,0.0425531914893617,0.0,0.0,0.23404255319148937
1131052,2046,9,3,8,4,378,45,18,12,3,72,0.016304347826086956,0.005434782608695652,0.014492753623188406,0.007246376811594203,0.6847826086956522,0.08152173913043478,0.03260869565217391,0.021739130434782608,0.005434782608695652,0.13043478260869565
1131054,2047,5,1,6,2,60,12,5,3,3,13,0.045454545454545456,0.00909090909090909,0.05454545454545454,0.01818181818181818,0.5454545454545454,0.10909090909090909,0.045454545454545456,0.02727272727272727,0.02727272727272727,0.11818181818181818
1131055,2048,2,1,3,0,13,5,2,4,0,6,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.0,0.3611111111111111,0.1388888888888889,0.05555555555555555,0.1111111111111111,0.0,0.16666666666666666
1131056,2049,1,2,2,1,53,8,5,4,2,9,0.011494252873563218,0.022988505747126436,0.022988505747126436,0.011494252873563218,0.6091954022988506,0.09195402298850575,0.05747126436781609,0.04597701149425287,0.022988505747126436,0.10344827586206896
1131057,2050,9,4,5,4,113,8,9,6,2,21,0.049723756906077346,0.022099447513812154,0.027624309392265192,0.022099447513812154,0.6243093922651933,0.04419889502762431,0.049723756906077346,0.03314917127071823,0.011049723756906077,0.11602209944751381
1131058,2051,10,2,13,4,162,17,12,5,2,23,0.04,0.008,0.052,0.016,0.648,0.068,0.048,0.02,0.008,0.092
1131059,2052,5,3,4,0,171,22,3,2,3,38,0.0199203187250996,0.01195219123505976,0.01593625498007968,0.0,0.6812749003984063,0.08764940239043825,0.01195219123505976,0.00796812749003984,0.01195219123505976,0.15139442231075698
1131060,2053,18,8,11,8,528,34,22,8,1,135,0.02328589909443726,0.01034928848641656,0.014230271668822769,0.01034928848641656,0.6830530401034929,0.04398447606727038,0.028460543337645538,0.01034928848641656,0.00129366106080207,0.17464424320827943
1131061,2054,2,5,4,3,191,8,4,12,0,32,0.007662835249042145,0.019157088122605363,0.01532567049808429,0.011494252873563218,0.7318007662835249,0.03065134099616858,0.01532567049808429,0.04597701149425287,0.0,0.12260536398467432
1131062,2055,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1131063,2056,3,6,4,10,48,4,8,0,0,15,0.030612244897959183,0.061224489795918366,0.04081632653061224,0.10204081632653061,0.4897959183673469,0.04081632653061224,0.08163265306122448,0.0,0.0,0.15306122448979592
1131064,2057,0,1,1,0,4,1,1,1,0,1,0.0,0.1,0.1,0.0,0.4,0.1,0.1,0.1,0.0,0.1
1131065,2058,4,4,7,48,78,10,8,7,2,34,0.019801980198019802,0.019801980198019802,0.034653465346534656,0.2376237623762376,0.38613861386138615,0.04950495049504951,0.039603960396039604,0.034653465346534656,0.009900990099009901,0.16831683168316833
1131067,2059,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
1131068,2060,0,1,0,0,9,0,0,0,0,1,0.0,0.09090909090909091,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091
1131076,2061,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1131077,2062,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131078,2063,4,1,4,10,48,4,2,4,0,18,0.042105263157894736,0.010526315789473684,0.042105263157894736,0.10526315789473684,0.5052631578947369,0.042105263157894736,0.021052631578947368,0.042105263157894736,0.0,0.18947368421052632
1131079,2064,7,2,5,30,120,9,11,12,2,47,0.02857142857142857,0.00816326530612245,0.02040816326530612,0.12244897959183673,0.4897959183673469,0.036734693877551024,0.044897959183673466,0.04897959183673469,0.00816326530612245,0.19183673469387755
1131080,2065,5,0,0,8,29,2,1,6,0,11,0.08064516129032258,0.0,0.0,0.12903225806451613,0.46774193548387094,0.03225806451612903,0.016129032258064516,0.0967741935483871,0.0,0.1774193548387097
1131081,2066,17,6,13,54,251,18,15,15,3,96,0.03483606557377049,0.012295081967213115,0.02663934426229508,0.11065573770491803,0.514344262295082,0.036885245901639344,0.030737704918032786,0.030737704918032786,0.006147540983606557,0.19672131147540983
1131082,2067,0,0,0,2,4,0,0,0,1,3,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.1,0.3
1131084,2069,9,9,10,144,206,42,12,59,5,139,0.014173228346456693,0.014173228346456693,0.015748031496062992,0.22677165354330708,0.32440944881889766,0.06614173228346457,0.01889763779527559,0.09291338582677165,0.007874015748031496,0.2188976377952756
1131086,2071,1,0,0,4,14,4,1,2,0,13,0.02564102564102564,0.0,0.0,0.10256410256410256,0.358974358974359,0.10256410256410256,0.02564102564102564,0.05128205128205128,0.0,0.3333333333333333
1131087,2072,8,10,14,112,136,34,14,71,3,111,0.015594541910331383,0.01949317738791423,0.02729044834307992,0.21832358674463936,0.2651072124756335,0.06627680311890838,0.02729044834307992,0.13840155945419103,0.005847953216374269,0.21637426900584794
1131088,2073,4,11,7,7,48,3,9,16,5,27,0.029197080291970802,0.08029197080291971,0.051094890510948905,0.051094890510948905,0.35036496350364965,0.021897810218978103,0.06569343065693431,0.11678832116788321,0.0364963503649635,0.19708029197080293
1131089,2074,6,6,6,26,35,17,10,30,1,56,0.031088082901554404,0.031088082901554404,0.031088082901554404,0.13471502590673576,0.18134715025906736,0.08808290155440414,0.05181347150259067,0.15544041450777202,0.0051813471502590676,0.29015544041450775
1131091,2076,3,7,7,7,41,10,7,16,4,46,0.02027027027027027,0.0472972972972973,0.0472972972972973,0.0472972972972973,0.27702702702702703,0.06756756756756757,0.0472972972972973,0.10810810810810811,0.02702702702702703,0.3108108108108108
1131092,2077,2,6,9,34,51,3,8,30,4,69,0.009259259259259259,0.027777777777777776,0.041666666666666664,0.1574074074074074,0.2361111111111111,0.013888888888888888,0.037037037037037035,0.1388888888888889,0.018518518518518517,0.3194444444444444
1131093,2078,5,2,4,17,37,5,7,14,1,45,0.0364963503649635,0.014598540145985401,0.029197080291970802,0.12408759124087591,0.27007299270072993,0.0364963503649635,0.051094890510948905,0.10218978102189781,0.0072992700729927005,0.3284671532846715
1131097,2082,2,4,7,16,58,7,7,26,2,36,0.012121212121212121,0.024242424242424242,0.04242424242424243,0.09696969696969697,0.3515151515151515,0.04242424242424243,0.04242424242424243,0.15757575757575756,0.012121212121212121,0.21818181818181817
1131098,2083,4,9,7,17,39,9,10,12,2,62,0.023391812865497075,0.05263157894736842,0.04093567251461988,0.09941520467836257,0.22807017543859648,0.05263157894736842,0.05847953216374269,0.07017543859649122,0.011695906432748537,0.36257309941520466
1131099,2084,0,1,0,0,3,0,0,0,0,1,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2
1131104,2089,5,5,9,18,57,7,10,18,5,47,0.027624309392265192,0.027624309392265192,0.049723756906077346,0.09944751381215469,0.3149171270718232,0.03867403314917127,0.055248618784530384,0.09944751381215469,0.027624309392265192,0.2596685082872928
1131105,2090,0,0,0,0,3,0,0,1,0,0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0
1131106,2091,1,0,1,0,9,2,2,0,0,1,0.0625,0.0,0.0625,0.0,0.5625,0.125,0.125,0.0,0.0,0.0625
1131107,2092,5,2,1,5,9,1,4,2,0,9,0.13157894736842105,0.05263157894736842,0.02631578947368421,0.13157894736842105,0.23684210526315788,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.0,0.23684210526315788
1131110,2095,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131114,2098,3,0,1,4,10,6,1,3,3,9,0.075,0.0,0.025,0.1,0.25,0.15,0.025,0.075,0.075,0.225
1131115,2099,5,6,8,1,53,11,7,3,2,15,0.04504504504504504,0.05405405405405406,0.07207207207207207,0.009009009009009009,0.4774774774774775,0.0990990990990991,0.06306306306306306,0.02702702702702703,0.018018018018018018,0.13513513513513514
1131116,2100,5,6,2,5,54,3,11,4,4,13,0.04672897196261682,0.056074766355140186,0.018691588785046728,0.04672897196261682,0.5046728971962616,0.028037383177570093,0.102803738317757,0.037383177570093455,0.037383177570093455,0.12149532710280374
1131121,2101,4,5,5,5,55,18,6,9,2,17,0.031746031746031744,0.03968253968253968,0.03968253968253968,0.03968253968253968,0.4365079365079365,0.14285714285714285,0.047619047619047616,0.07142857142857142,0.015873015873015872,0.1349206349206349
1131125,2103,5,4,1,4,50,10,4,2,1,27,0.046296296296296294,0.037037037037037035,0.009259259259259259,0.037037037037037035,0.46296296296296297,0.09259259259259259,0.037037037037037035,0.018518518518518517,0.009259259259259259,0.25
1131129,2105,0,0,1,0,5,2,0,0,0,0,0.0,0.0,0.125,0.0,0.625,0.25,0.0,0.0,0.0,0.0
1131133,2106,7,0,1,3,50,2,2,0,1,2,0.10294117647058823,0.0,0.014705882352941176,0.04411764705882353,0.7352941176470589,0.029411764705882353,0.029411764705882353,0.0,0.014705882352941176,0.029411764705882353
1131134,2107,1,1,1,5,7,2,1,3,1,6,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.17857142857142858,0.25,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.21428571428571427
1131135,2108,1,6,4,7,33,4,7,14,2,39,0.008547008547008548,0.05128205128205128,0.03418803418803419,0.05982905982905983,0.28205128205128205,0.03418803418803419,0.05982905982905983,0.11965811965811966,0.017094017094017096,0.3333333333333333
1131137,2110,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1131151,2120,0,0,0,2,3,0,1,0,0,1,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
1131153,2121,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131159,2122,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131162,2123,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131163,2124,4,0,1,1,145,5,8,3,0,38,0.01951219512195122,0.0,0.004878048780487805,0.004878048780487805,0.7073170731707317,0.024390243902439025,0.03902439024390244,0.014634146341463415,0.0,0.18536585365853658
1131164,2125,11,2,6,1,175,5,8,7,2,63,0.039285714285714285,0.007142857142857143,0.02142857142857143,0.0035714285714285713,0.625,0.017857142857142856,0.02857142857142857,0.025,0.007142857142857143,0.225
1131165,2126,5,0,1,2,207,6,5,5,2,69,0.016556291390728478,0.0,0.0033112582781456954,0.006622516556291391,0.6854304635761589,0.019867549668874173,0.016556291390728478,0.016556291390728478,0.006622516556291391,0.22847682119205298
1131168,2127,3,2,0,4,275,9,14,4,2,131,0.006756756756756757,0.0045045045045045045,0.0,0.009009009009009009,0.6193693693693694,0.02027027027027027,0.03153153153153153,0.009009009009009009,0.0045045045045045045,0.29504504504504503
1131169,2128,6,6,4,2,272,16,10,10,1,96,0.014184397163120567,0.014184397163120567,0.009456264775413711,0.004728132387706856,0.6430260047281324,0.037825059101654845,0.02364066193853428,0.02364066193853428,0.002364066193853428,0.22695035460992907
1131170,2129,9,4,6,1,103,5,4,4,1,77,0.04205607476635514,0.018691588785046728,0.028037383177570093,0.004672897196261682,0.48130841121495327,0.02336448598130841,0.018691588785046728,0.018691588785046728,0.004672897196261682,0.3598130841121495
1131171,2130,37,6,6,2,229,16,20,13,3,64,0.09343434343434344,0.015151515151515152,0.015151515151515152,0.005050505050505051,0.5782828282828283,0.04040404040404041,0.050505050505050504,0.03282828282828283,0.007575757575757576,0.16161616161616163
1131172,2131,5,2,6,2,144,25,6,6,2,60,0.01937984496124031,0.007751937984496124,0.023255813953488372,0.007751937984496124,0.5581395348837209,0.09689922480620156,0.023255813953488372,0.023255813953488372,0.007751937984496124,0.23255813953488372
1131173,2132,5,1,1,4,150,12,4,4,1,28,0.023809523809523808,0.004761904761904762,0.004761904761904762,0.01904761904761905,0.7142857142857143,0.05714285714285714,0.01904761904761905,0.01904761904761905,0.004761904761904762,0.13333333333333333
1131174,2133,7,8,4,1,295,35,14,11,4,63,0.01583710407239819,0.01809954751131222,0.00904977375565611,0.0022624434389140274,0.667420814479638,0.07918552036199095,0.03167420814479638,0.024886877828054297,0.00904977375565611,0.1425339366515837
1131176,2134,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131303,2138,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1131307,2141,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
1131309,2143,0,0,0,2,3,1,0,0,0,2,0.0,0.0,0.0,0.25,0.375,0.125,0.0,0.0,0.0,0.25
1131313,2147,2,1,2,4,8,2,3,5,0,15,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.07142857142857142,0.11904761904761904,0.0,0.35714285714285715
1131314,2148,9,7,8,7,54,7,13,11,1,52,0.05325443786982249,0.04142011834319527,0.047337278106508875,0.04142011834319527,0.31952662721893493,0.04142011834319527,0.07692307692307693,0.0650887573964497,0.005917159763313609,0.3076923076923077
1131328,2156,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131329,2157,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131401,2158,0,1,1,0,7,2,2,1,1,8,0.0,0.043478260869565216,0.043478260869565216,0.0,0.30434782608695654,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.34782608695652173
1131402,2159,3,9,9,7,32,14,6,4,1,43,0.0234375,0.0703125,0.0703125,0.0546875,0.25,0.109375,0.046875,0.03125,0.0078125,0.3359375
1131403,2160,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1131404,2161,3,2,4,3,23,2,6,4,1,13,0.04918032786885246,0.03278688524590164,0.06557377049180328,0.04918032786885246,0.3770491803278688,0.03278688524590164,0.09836065573770492,0.06557377049180328,0.01639344262295082,0.21311475409836064
1131405,2162,0,0,1,0,5,2,1,0,0,5,0.0,0.0,0.07142857142857142,0.0,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.0,0.0,0.35714285714285715
1131406,2163,0,1,4,2,9,3,3,1,0,12,0.0,0.02857142857142857,0.11428571428571428,0.05714285714285714,0.2571428571428571,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.0,0.34285714285714286
1131407,2164,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131408,2165,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131409,2166,0,4,1,1,12,4,3,1,2,7,0.0,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.34285714285714286,0.11428571428571428,0.08571428571428572,0.02857142857142857,0.05714285714285714,0.2
1131410,2167,2,8,5,8,44,10,4,7,3,32,0.016260162601626018,0.06504065040650407,0.04065040650406504,0.06504065040650407,0.35772357723577236,0.08130081300813008,0.032520325203252036,0.056910569105691054,0.024390243902439025,0.2601626016260163
1131411,2168,7,10,10,11,58,16,14,16,1,58,0.03482587064676617,0.04975124378109453,0.04975124378109453,0.05472636815920398,0.2885572139303483,0.07960199004975124,0.06965174129353234,0.07960199004975124,0.004975124378109453,0.2885572139303483
1131412,2169,0,1,1,1,3,1,0,2,0,2,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.0,0.18181818181818182,0.0,0.18181818181818182
1131703,2173,9,16,9,5,80,10,17,22,1,51,0.04090909090909091,0.07272727272727272,0.04090909090909091,0.022727272727272728,0.36363636363636365,0.045454545454545456,0.07727272727272727,0.1,0.004545454545454545,0.2318181818181818
1131704,2174,4,6,4,2,48,6,9,2,0,15,0.041666666666666664,0.0625,0.041666666666666664,0.020833333333333332,0.5,0.0625,0.09375,0.020833333333333332,0.0,0.15625
1131705,2175,12,11,7,2,64,9,7,8,2,22,0.08333333333333333,0.0763888888888889,0.04861111111111111,0.013888888888888888,0.4444444444444444,0.0625,0.04861111111111111,0.05555555555555555,0.013888888888888888,0.1527777777777778
1131706,2176,5,5,4,3,38,6,9,12,0,15,0.05154639175257732,0.05154639175257732,0.041237113402061855,0.030927835051546393,0.3917525773195876,0.061855670103092786,0.09278350515463918,0.12371134020618557,0.0,0.15463917525773196
1131707,2177,0,0,0,1,4,1,0,0,0,4,0.0,0.0,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.4
1131730,2200,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131731,2201,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131748,2218,0,10,9,4,62,2,6,16,1,44,0.0,0.06493506493506493,0.05844155844155844,0.025974025974025976,0.4025974025974026,0.012987012987012988,0.03896103896103896,0.1038961038961039,0.006493506493506494,0.2857142857142857
1131749,2219,13,12,13,8,115,10,12,26,3,62,0.04744525547445255,0.043795620437956206,0.04744525547445255,0.029197080291970802,0.4197080291970803,0.0364963503649635,0.043795620437956206,0.0948905109489051,0.010948905109489052,0.22627737226277372
1131750,2220,8,22,6,3,119,17,10,23,2,41,0.03187250996015936,0.08764940239043825,0.02390438247011952,0.01195219123505976,0.47410358565737054,0.06772908366533864,0.0398406374501992,0.09163346613545817,0.00796812749003984,0.16334661354581673
1131751,2221,16,15,13,8,302,13,29,48,5,74,0.030592734225621414,0.028680688336520075,0.0248565965583174,0.015296367112810707,0.5774378585086042,0.0248565965583174,0.055449330783938815,0.09177820267686425,0.009560229445506692,0.14149139579349904
1131752,2222,10,15,14,3,123,6,17,23,5,69,0.03508771929824561,0.05263157894736842,0.04912280701754386,0.010526315789473684,0.43157894736842106,0.021052631578947368,0.05964912280701754,0.08070175438596491,0.017543859649122806,0.24210526315789474
1132017,2237,5,5,1,2,42,9,9,5,1,17,0.052083333333333336,0.052083333333333336,0.010416666666666666,0.020833333333333332,0.4375,0.09375,0.09375,0.052083333333333336,0.010416666666666666,0.17708333333333334
1132020,2240,5,8,6,9,270,7,15,11,1,68,0.0125,0.02,0.015,0.0225,0.675,0.0175,0.0375,0.0275,0.0025,0.17
1132031,2250,17,9,8,5,156,15,24,14,5,41,0.05782312925170068,0.030612244897959183,0.027210884353741496,0.017006802721088437,0.5306122448979592,0.05102040816326531,0.08163265306122448,0.047619047619047616,0.017006802721088437,0.13945578231292516
1132032,2251,9,8,4,4,81,8,15,9,2,14,0.05844155844155844,0.05194805194805195,0.025974025974025976,0.025974025974025976,0.525974025974026,0.05194805194805195,0.09740259740259741,0.05844155844155844,0.012987012987012988,0.09090909090909091
1132033,2252,18,4,4,0,119,8,7,3,2,32,0.09137055837563451,0.02030456852791878,0.02030456852791878,0.0,0.6040609137055838,0.04060913705583756,0.03553299492385787,0.015228426395939087,0.01015228426395939,0.16243654822335024
1132035,2253,12,6,0,2,79,8,10,8,2,23,0.08,0.04,0.0,0.013333333333333334,0.5266666666666666,0.05333333333333334,0.06666666666666667,0.05333333333333334,0.013333333333333334,0.15333333333333332
1132038,2255,7,8,2,4,244,8,9,3,0,67,0.019886363636363636,0.022727272727272728,0.005681818181818182,0.011363636363636364,0.6931818181818182,0.022727272727272728,0.02556818181818182,0.008522727272727272,0.0,0.1903409090909091
1132039,2256,14,13,3,4,262,7,17,6,1,58,0.03636363636363636,0.033766233766233764,0.007792207792207792,0.01038961038961039,0.6805194805194805,0.01818181818181818,0.04415584415584416,0.015584415584415584,0.0025974025974025974,0.15064935064935064
1132040,2257,6,2,2,0,157,5,5,5,2,47,0.025974025974025976,0.008658008658008658,0.008658008658008658,0.0,0.6796536796536796,0.021645021645021644,0.021645021645021644,0.021645021645021644,0.008658008658008658,0.20346320346320346
1132041,2258,9,10,12,1,187,9,23,9,5,81,0.02601156069364162,0.028901734104046242,0.03468208092485549,0.002890173410404624,0.5404624277456648,0.02601156069364162,0.06647398843930635,0.02601156069364162,0.014450867052023121,0.23410404624277456
1132042,2259,6,9,6,3,298,0,12,1,3,91,0.013986013986013986,0.02097902097902098,0.013986013986013986,0.006993006993006993,0.6946386946386947,0.0,0.027972027972027972,0.002331002331002331,0.006993006993006993,0.21212121212121213
